ix,iy,x,y,T_K,theta,ux_star,uy_star
21,34,0.4375,0.708333,299.582,0.458203,-2.98835,-0.548464
22,34,0.458333,0.708333,299.399,0.439862,-3.0349,-0.324968
23,34,0.479167,0.708333,299.22,0.422043,-3.06332,-0.100567
24,34,0.5,0.708333,299.047,0.404706,-3.0735,0.124064
25,34,0.520833,0.708333,298.878,0.387808,-3.06541,0.348205
26,34,0.541667,0.708333,298.713,0.371307,-3.03913,0.571027
27,34,0.5625,0.708333,298.552,0.355151,-2.99482,0.791563
28,34,0.583333,0.708333,298.393,0.339301,-2.9327,1.00866
29,34,0.604167,0.708333,298.237,0.3237,-2.85312,1.22094
30,34,0.625,0.708333,298.083,0.308295,-2.75654,1.42677
31,34,0.645833,0.708333,297.93,0.293042,-2.64351,1.62425
32,34,0.666667,0.708333,297.779,0.277896,-2.51479,1.81112
33,34,0.6875,0.708333,297.628,0.262796,-2.37125,1.98484
34,34,0.708333,0.708333,297.477,0.247705,-2.21402,2.14249
35,34,0.729167,0.708333,297.326,0.232565,-2.04441,2.28077
36,34,0.75,0.708333,297.173,0.217322,-1.86405,2.396
37,34,0.770833,0.708333,297.019,0.201923,-1.67484,2.48413
38,34,0.791667,0.708333,296.863,0.186301,-1.47907,2.54067
39,34,0.8125,0.708333,296.704,0.17041,-1.27939,2.56072
40,34,0.833333,0.708333,296.542,0.154169,-1.07891,2.53896
41,34,0.854167,0.708333,296.375,0.1375,-0.881227,2.4696
42,34,0.875,0.708333,296.203,0.12034,-0.690468,2.34635
43,34,0.895833,0.708333,296.026,0.102582,-0.511326,2.16238
44,34,0.916667,0.708333,295.841,0.0841248,-0.349131,1.91023
45,34,0.9375,0.708333,295.648,0.0648468,-0.209864,1.58162
46,34,0.958333,0.708333,295.446,0.0446289,-0.100202,1.16735
47,34,0.979167,0.708333,295.233,0.0233337,-0.0275407,0.656987
48,34,1,0.708333,295,0,0,0
0,35,0,0.729167,305,1,0,0
1,35,0.0208333,0.729167,304.643,0.964301,-0.0284674,-0.786793
2,35,0.0416667,0.729167,304.313,0.931308,-0.104342,-1.35752
3,35,0.0625,0.729167,303.993,0.899347,-0.219542,-1.78942
4,35,0.0833333,0.729167,303.683,0.868304,-0.366535,-2.10331
5,35,0.104167,0.729167,303.381,0.838083,-0.538376,-2.31767
6,35,0.125,0.729167,303.086,0.80863,-0.728754,-2.44875
7,35,0.145833,0.729167,302.799,0.779907,-0.93197,-2.51075
8,35,0.166667,0.729167,302.519,0.751883,-1.14294,-2.51597
9,35,0.1875,0.729167,302.246,0.724554,-1.35716,-2.47493
10,35,0.208333,0.729167,301.979,0.697922,-1.57069,-2.39658
11,35,0.229167,0.729167,301.72,0.671985,-1.7801,-2.28842
12,35,0.25,0.729167,301.467,0.64675,-1.98247,-2.1567
13,35,0.270833,0.729167,301.222,0.622223,-2.17528,-2.0065
14,35,0.291667,0.729167,300.984,0.598413,-2.35643,-1.84197
15,35,0.3125,0.729167,300.753,0.57532,-2.52416,-1.6664
16,35,0.333333,0.729167,300.529,0.552945,-2.67703,-1.48239
17,35,0.354167,0.729167,300.313,0.531274,-2.81387,-1.29198
18,35,0.375,0.729167,300.103,0.5103,-2.93372,-1.09672
19,35,0.395833,0.729167,299.9,0.490005,-3.03586,-0.897821
20,35,0.416667,0.729167,299.704,0.470361,-3.1197,-0.696218
21,35,0.4375,0.729167,299.513,0.451343,-3.18482,-0.492653
22,35,0.458333,0.729167,299.329,0.432925,-3.23093,-0.287758
23,35,0.479167,0.729167,299.151,0.415057,-3.25784,-0.0821069
24,35,0.5,0.729167,298.977,0.397708,-3.26546,0.123724
25,35,0.520833,0.729167,298.808,0.380838,-3.25379,0.329091
26,35,0.541667,0.729167,298.644,0.364398,-3.22292,0.533257
27,35,0.5625,0.729167,298.483,0.34834,-3.17304,0.735352
28,35,0.583333,0.729167,298.326,0.33262,-3.10444,0.934312
29,35,0.604167,0.729167,298.172,0.317191,-3.01749,1.12887
30,35,0.625,0.729167,298.02,0.301996,-2.91271,1.31753
31,35,0.645833,0.729167,297.87,0.286984,-2.79074,1.4985
32,35,0.666667,0.729167,297.721,0.272113,-2.6524,1.66974
33,35,0.6875,0.729167,297.573,0.257318,-2.49867,1.82886
34,35,0.708333,0.729167,297.426,0.242551,-2.33078,1.97319
35,35,0.729167,0.729167,297.278,0.227762,-2.15017,2.09967
36,35,0.75,0.729167,297.129,0.212891,-1.95858,2.20495
37,35,0.770833,0.729167,296.979,0.197873,-1.75809,2.28528
38,35,0.791667,0.729167,296.827,0.182654,-1.55111,2.33657
39,35,0.8125,0.729167,296.672,0.167163,-1.34046,2.35434
40,35,0.833333,0.729167,296.513,0.151324,-1.1294,2.33372
41,35,0.854167,0.729167,296.351,0.135065,-0.921688,2.26944
42,35,0.875,0.729167,296.183,0.118298,-0.721608,2.15578
43,35,0.895833,0.729167,296.009,0.100928,-0.534014,1.9865
44,35,0.916667,0.729167,295.828,0.082843,-0.364405,1.75476
45,35,0.9375,0.729167,295.639,0.0639252,-0.218936,1.45302
46,35,0.958333,0.729167,295.44,0.0440399,-0.104495,1.07276
47,35,0.979167,0.729167,295.23,0.0230438,-0.0287096,0.604312
48,35,1,0.729167,295,0,0,0
0,36,0,0.75,305,1,0,0
1,36,0.0208333,0.75,304.635,0.963461,-0.0315652,-0.730446
2,36,0.0416667,0.75,304.298,0.929834,-0.11485,-1.2561
3,36,0.0625,0.75,303.974,0.897372,-0.240392,-1.65135
4,36,0.0833333,0.75,303.659,0.865924,-0.39957,-1.93631
5,36,0.104167,0.75,303.354,0.835364,-0.584598,-2.12874
6,36,0.125,0.75,303.056,0.805612,-0.788503,-2.24419
7,36,0.145833,0.75,302.766,0.776605,-1.0051,-2.29615
8,36,0.166667,0.75,302.483,0.748315,-1.22895,-2.29626
9,36,0.1875,0.75,302.207,0.720731,-1.45529,-2.25444
10,36,0.208333,0.75,301.939,0.693851,-1.68001,-2.17905
11,36,0.229167,0.75,301.677,0.66767,-1.89957,-2.07707
12,36,0.25,0.75,301.422,0.6422,-2.111,-1.95426
13,36,0.270833,0.75,301.174,0.617447,-2.31176,-1.81528
14,36,0.291667,0.75,300.934,0.593414,-2.49976,-1.66388
15,36,0.3125,0.75,300.701,0.570114,-2.67325,-1.50302
16,36,0.333333,0.75,300.475,0.54754,-2.83084,-1.33501
17,36,0.354167,0.75,300.257,0.525696,-2.97137,-1.16164
18,36,0.375,0.75,300.046,0.504559,-3.09395,-0.98424
19,36,0.395833,0.75,299.841,0.484125,-3.19787,-0.803839
20,36,0.416667,0.75,299.644,0.464368,-3.28259,-0.621218
21,36,0.4375,0.75,299.453,0.445258,-3.34771,-0.436982
22,36,0.458333,0.75,299.268,0.426773,-3.39296,-0.251648
23,36,0.479167,0.75,299.089,0.408865,-3.41819,-0.0656892
24,36,0.5,0.75,298.915,0.39151,-3.42331,0.120411
25,36,0.520833,0.75,298.747,0.374661,-3.40834,0.306101
26,36,0.541667,0.75,298.583,0.358276,-3.37341,0.490742
27,36,0.5625,0.75,298.423,0.34231,-3.31872,0.673546
28,36,0.583333,0.75,298.267,0.326706,-3.24458,0.853563
29,36,0.604167,0.75,298.114,0.311426,-3.15143,1.02965
30,36,0.625,0.75,297.964,0.296411,-3.0398,1.20042
31,36,0.645833,0.75,297.816,0.28161,-2.91041,1.36427
32,36,0.666667,0.75,297.67,0.266971,-2.76413,1.51931
33,36,0.6875,0.75,297.524,0.252441,-2.60203,1.66338
34,36,0.708333,0.75,297.38,0.237964,-2.42542,1.79402
35,36,0.729167,0.75,297.235,0.223483,-2.23584,1.90848
36,36,0.75,0.75,297.089,0.208932,-2.03515,2.00368
37,36,0.770833,0.75,296.943,0.194254,-1.82552,2.07623
38,36,0.791667,0.75,296.794,0.179373,-1.60949,2.12242
39,36,0.8125,0.75,296.642,0.164233,-1.39,2.13819
40,36,0.833333,0.75,296.487,0.148749,-1.17044,2.11915
41,36,0.854167,0.75,296.328,0.13284,-0.954671,2.06053
42,36,0.875,0.75,296.164,0.116425,-0.747101,1.95715
43,36,0.895833,0.75,295.994,0.0993927,-0.5527,1.8034
44,36,0.916667,0.75,295.816,0.0816467,-0.377085,1.5931
45,36,0.9375,0.75,295.631,0.0630585,-0.226553,1.31937
46,36,0.958333,0.75,295.435,0.0434845,-0.108154,0.974504
47,36,0.979167,0.75,295.228,0.0227722,-0.0297315,0.549586
48,36,1,0.75,295,0,0,0
0,37,0,0.770833,305,1,0,0
1,37,0.0208333,0.770833,304.627,0.962695,-0.0344128,-0.668839
2,37,0.0416667,0.770833,304.285,0.928497,-0.124332,-1.1461
3,37,0.0625,0.770833,303.956,0.895599,-0.258951,-1.50257
4,37,0.0833333,0.770833,303.638,0.863791,-0.428638,-1.75741
5,37,0.104167,0.770833,303.329,0.832932,-0.624819,-1.92743
6,37,0.125,0.770833,303.029,0.802911,-0.839948,-2.02728
7,37,0.145833,0.770833,302.737,0.773663,-1.06743,-2.06962
8,37,0.166667,0.770833,302.451,0.745145,-1.30152,-2.06532
9,37,0.1875,0.770833,302.173,0.71734,-1.53728,-2.02359
10,37,0.208333,0.770833,301.902,0.690244,-1.77049,-1.95215
11,37,0.229167,0.770833,301.639,0.663861,-1.99754,-1.85739
12,37,0.25,0.770833,301.382,0.638187,-2.21545,-1.74454
13,37,0.270833,0.770833,301.132,0.613239,-2.4217,-1.61782
14,37,0.291667,0.770833,300.89,0.589023,-2.61423,-1.48056
15,37,0.3125,0.770833,300.656,0.565552,-2.79136,-1.33539
16,37,0.333333,0.770833,300.428,0.542819,-2.95174,-1.18431
17,37,0.354167,0.770833,300.208,0.520822,-3.09428,-1.02885
18,37,0.375,0.770833,299.996,0.499557,-3.21813,-0.870149
19,37,0.395833,0.770833,299.79,0.47901,-3.32264,-0.709042
20,37,0.416667,0.770833,299.592,0.459158,-3.40731,-0.546162
21,37,0.4375,0.770833,299.4,0.439984,-3.47176,-0.38199
22,37,0.458333,0.770833,299.214,0.421448,-3.51577,-0.216927
23,37,0.479167,0.770833,299.035,0.403516,-3.53917,-0.0513529
24,37,0.5,0.770833,298.862,0.38616,-3.54193,0.114344
25,37,0.520833,0.770833,298.693,0.369336,-3.52408,0.279709
26,37,0.541667,0.770833,298.53,0.353006,-3.48574,0.444181
27,37,0.5625,0.770833,298.371,0.337115,-3.42714,0.607085
28,37,0.583333,0.770833,298.216,0.321619,-3.34862,0.767576
29,37,0.604167,0.770833,298.065,0.30647,-3.25062,0.924627
30,37,0.625,0.770833,297.916,0.291614,-3.13373,1.07701
31,37,0.645833,0.770833,297.77,0.276996,-2.99868,1.22327
32,37,0.666667,0.770833,297.626,0.262564,-2.84641,1.36172
33,37,0.6875,0.770833,297.483,0.248257,-2.67804,1.49041
34,37,0.708333,0.770833,297.34,0.234021,-2.49493,1.60713
35,37,0.729167,0.770833,297.198,0.219794,-2.2987,1.7094
36,37,0.75,0.770833,297.055,0.205515,-2.0913,1.79446
37,37,0.770833,0.770833,296.911,0.191116,-1.87497,1.85927
38,37,0.791667,0.770833,296.765,0.176532,-1.65233,1.90051
39,37,0.8125,0.770833,296.617,0.161682,-1.42641,1.91454
40,37,0.833333,0.770833,296.465,0.14649,-1.20069,1.89742
41,37,0.854167,0.770833,296.309,0.130881,-0.979097,1.84489
42,37,0.875,0.770833,296.148,0.114758,-0.766112,1.75234
43,37,0.895833,0.770833,295.98,0.0980255,-0.566773,1.61474
44,37,0.916667,0.770833,295.806,0.0805695,-0.386771,1.42658
45,37,0.9375,0.770833,295.623,0.0622742,-0.23248,1.18174
46,37,0.958333,0.770833,295.43,0.0429779,-0.111075,0.873277
47,37,0.979167,0.770833,295.225,0.0225281,-0.0305796,0.493156
48,37,1,0.770833,295,0,0,0
0,38,0,0.791667,305,1,0,0
1,38,0.0208333,0.791667,304.62,0.961993,-0.0369184,-0.602568
2,38,0.0416667,0.791667,304.273,0.927292,-0.132465,-1.02868
3,38,0.0625,0.791667,303.94,0.894003,-0.27458,-1.34475
4,38,0.0833333,0.791667,303.619,0.861884,-0.452691,-1.56869
5,38,0.104167,0.791667,303.308,0.830759,-0.657558,-1.71613
6,38,0.125,0.791667,303.005,0.800501,-0.881156,-1.80065
7,38,0.145833,0.791667,302.71,0.771045,-1.11656,-1.83396
8,38,0.166667,0.791667,302.423,0.742334,-1.35784,-1.82604
9,38,0.1875,0.791667,302.143,0.714343,-1.5999,-1.7853
10,38,0.208333,0.791667,301.871,0.687073,-1.83848,-1.71876
11,38,0.229167,0.791667,301.605,0.660519,-2.06998,-1.63219
12,38,0.25,0.791667,301.347,0.634689,-2.29143,-1.53024
13,38,0.270833,0.791667,301.096,0.609589,-2.5004,-1.41666
14,38,0.291667,0.791667,300.852,0.58523,-2.69489,-1.29437
15,38,0.3125,0.791667,300.616,0.561621,-2.87329,-1.16564
16,38,0.333333,0.791667,300.388,0.538767,-3.03434,-1.03218
17,38,0.354167,0.791667,300.167,0.516663,-3.17704,-0.895259
18,38,0.375,0.791667,299.953,0.495306,-3.30059,-0.755816
19,38,0.395833,0.791667,299.747,0.47468,-3.40439,-0.614523
20,38,0.416667,0.791667,299.548,0.454764,-3.48801,-0.471861
21,38,0.4375,0.791667,299.355,0.435544,-3.55111,-0.3282
22,38,0.458333,0.791667,299.17,0.41698,-3.59347,-0.183833
23,38,0.479167,0.791667,298.99,0.399048,-3.61498,-0.0390459
24,38,0.5,0.791667,298.817,0.381711,-3.61559,0.105858
25,38,0.520833,0.791667,298.649,0.36492,-3.59535,0.250512
26,38,0.541667,0.791667,298.486,0.348645,-3.55439,0.394449
27,38,0.5625,0.791667,298.328,0.332828,-3.49296,0.537092
28,38,0.583333,0.791667,298.174,0.317426,-3.41139,0.67771
29,38,0.604167,0.791667,298.024,0.30239,-3.31012,0.815404
30,38,0.625,0.791667,297.877,0.287668,-3.18978,0.949099
31,38,0.645833,0.791667,297.732,0.273206,-3.05111,1.07751
32,38,0.666667,0.791667,297.589,0.258945,-2.89507,1.19914
33,38,0.6875,0.791667,297.448,0.244824,-2.7228,1.31227
34,38,0.708333,0.791667,297.308,0.230789,-2.53572,1.41494
35,38,0.729167,0.791667,297.168,0.216779,-2.33548,1.50496
36,38,0.75,0.791667,297.027,0.202719,-2.12407,1.57989
37,38,0.770833,0.791667,296.886,0.188553,-1.90379,1.63703
38,38,0.791667,0.791667,296.742,0.174197,-1.6773,1.67344
39,38,0.8125,0.791667,296.596,0.159586,-1.44769,1.68591
40,38,0.833333,0.791667,296.446,0.144629,-1.21846,1.67097
41,38,0.854167,0.791667,296.293,0.129251,-0.993576,1.62484
42,38,0.875,0.791667,296.134,0.113358,-0.777546,1.54346
43,38,0.895833,0.791667,295.969,0.0968628,-0.575423,1.4224
44,38,0.916667,0.791667,295.796,0.0796448,-0.392901,1.25682
45,38,0.9375,0.791667,295.616,0.0615906,-0.236378,1.04136
46,38,0.958333,0.791667,295.425,0.0425354,-0.113093,0.769913
47,38,0.979167,0.791667,295.223,0.0223145,-0.0312138,0.435422
48,38,1,0.791667,295,0,0,0
0,39,0,0.8125,305,1,0,0
1,39,0.0208333,0.8125,304.614,0.961362,-0.0389757,-0.532408
2,39,0.0416667,0.8125,304.262,0.926202,-0.138876,-0.905318
3,39,0.0625,0.8125,303.926,0.892566,-0.286508,-1.17995
4,39,0.0833333,0.8125,303.602,0.860162,-0.470504,-1.37266
5,39,0.104167,0.8125,303.288,0.828796,-0.6811,-1.49769
6,39,0.125,0.8125,302.983,0.79834,-0.909917,-1.56742
7,39,0.145833,0.8125,302.687,0.768695,-1.1498,-1.59243
8,39,0.166667,0.8125,302.398,0.739819,-1.39469,-1.58175
9,39,0.1875,0.8125,302.117,0.711688,-1.63947,-1.54292
10,39,0.208333,0.8125,301.843,0.684277,-1.87988,-1.48218
11,39,0.229167,0.8125,301.576,0.657596,-2.11238,-1.40464
12,39,0.25,0.8125,301.316,0.63165,-2.33408,-1.31438
13,39,0.270833,0.8125,301.064,0.606442,-2.54266,-1.21464
14,39,0.291667,0.8125,300.82,0.581989,-2.73621,-1.10792
15,39,0.3125,0.8125,300.583,0.558295,-2.91327,-0.996131
16,39,0.333333,0.8125,300.354,0.535367,-3.07266,-0.880699
17,39,0.354167,0.8125,300.132,0.513202,-3.21346,-0.762661
18,39,0.375,0.8125,299.918,0.491791,-3.33498,-0.642746
19,39,0.395833,0.8125,299.711,0.471127,-3.43668,-0.521473
20,39,0.416667,0.8125,299.512,0.45119,-3.51818,-0.399196
21,39,0.4375,0.8125,299.32,0.431958,-3.57919,-0.276174
22,39,0.458333,0.8125,299.134,0.4134,-3.61952,-0.152604
23,39,0.479167,0.8125,298.955,0.395486,-3.63906,-0.0286938
24,39,0.5,0.8125,298.782,0.37818,-3.6378,0.0953426
25,39,0.520833,0.8125,298.614,0.361444,-3.61578,0.21921
26,39,0.541667,0.8125,298.452,0.34523,-3.57314,0.342539
27,39,0.5625,0.8125,298.295,0.329492,-3.51009,0.464849
28,39,0.583333,0.8125,298.142,0.314182,-3.42699,0.585522
29,39,0.604167,0.8125,297.993,0.299255,-3.32426,0.703793
30,39,0.625,0.8125,297.846,0.28465,-3.20252,0.818737
31,39,0.645833,0.8125,297.703,0.270319,-3.06252,0.929246
32,39,0.666667,0.8125,297.562,0.256204,-2.90521,1.03402
33,39,0.6875,0.8125,297.422,0.242236,-2.73175,1.13157
34,39,0.708333,0.8125,297.284,0.228366,-2.54354,1.22021
35,39,0.729167,0.8125,297.145,0.214523,-2.34227,1.29801
36,39,0.75,0.8125,297.006,0.200641,-2.12991,1.36286
37,39,0.770833,0.8125,296.866,0.186646,-1.90879,1.41242
38,39,0.791667,0.8125,296.725,0.172467,-1.68158,1.44413
39,39,0.8125,0.8125,296.58,0.158029,-1.45136,1.45519
40,39,0.833333,0.8125,296.432,0.143243,-1.22163,1.44258
41,39,0.854167,0.8125,296.28,0.12803,-0.996357,1.40301
42,39,0.875,0.8125,296.123,0.112302,-0.780001,1.33295
43,39,0.895833,0.8125,295.96,0.0959686,-0.57758,1.22856
44,39,0.916667,0.8125,295.789,0.0789185,-0.394726,1.08567
45,39,0.9375,0.8125,295.61,0.0610413,-0.237796,0.899689
46,39,0.958333,0.8125,295.422,0.0421814,-0.113995,0.665433
47,39,0.979167,0.8125,295.221,0.0221497,-0.0315679,0.376895
48,39,1,0.8125,295,0,0,0
0,40,0,0.833333,305,1,0,0
1,40,0.0208333,0.833333,304.608,0.960788,-0.0404417,-0.459362
2,40,0.0416667,0.833333,304.252,0.925217,-0.143089,-0.777862
3,40,0.0625,0.833333,303.912,0.891248,-0.293799,-1.01069
4,40,0.0833333,0.833333,303.586,0.858575,-0.480628,-1.17236
5,40,0.104167,0.833333,303.27,0.826984,-0.693445,-1.27555
6,40,0.125,0.833333,302.963,0.796338,-0.923663,-1.33123
7,40,0.145833,0.833333,302.665,0.766537,-1.16403,-1.34883
8,40,0.166667,0.833333,302.375,0.737531,-1.40845,-1.33629
9,40,0.1875,0.833333,302.093,0.709287,-1.65186,-1.30025
10,40,0.208333,0.833333,301.818,0.681784,-1.89007,-1.24613
11,40,0.229167,0.833333,301.55,0.655023,-2.11968,-1.17833
12,40,0.25,0.833333,301.29,0.629004,-2.33793,-1.10036
13,40,0.270833,0.833333,301.037,0.603741,-2.54263,-1.01492
14,40,0.291667,0.833333,300.792,0.579245,-2.73206,-0.924102
15,40,0.3125,0.833333,300.555,0.555515,-2.90487,-0.829475
16,40,0.333333,0.833333,300.326,0.532565,-3.06,-0.732181
17,40,0.354167,0.833333,300.104,0.510394,-3.19667,-0.633029
18,40,0.375,0.833333,299.89,0.488986,-3.31427,-0.53257
19,40,0.395833,0.833333,299.683,0.468335,-3.41235,-0.431178
20,40,0.416667,0.833333,299.484,0.448419,-3.49058,-0.329093
21,40,0.4375,0.833333,299.292,0.429221,-3.54871,-0.226479
22,40,0.458333,0.833333,299.107,0.410709,-3.5866,-0.123459
23,40,0.479167,0.833333,298.928,0.392844,-3.60414,-0.0201588
24,40,0.5,0.833333,298.756,0.375604,-3.60134,0.0832714
25,40,0.520833,0.833333,298.589,0.358936,-3.57822,0.186619
26,40,0.541667,0.833333,298.428,0.342801,-3.53492,0.289598
27,40,0.5625,0.833333,298.271,0.327148,-3.47165,0.391818
28,40,0.583333,0.833333,298.119,0.311938,-3.38871,0.492777
29,40,0.604167,0.833333,297.971,0.297116,-3.28655,0.591844
30,40,0.625,0.833333,297.826,0.282623,-3.16572,0.688237
31,40,0.645833,0.833333,297.684,0.268408,-3.02696,0.78103
32,40,0.666667,0.833333,297.544,0.254416,-2.8712,0.869129
33,40,0.6875,0.833333,297.406,0.240576,-2.69956,0.951271
34,40,0.708333,0.833333,297.268,0.226831,-2.51344,1.02602
35,40,0.729167,0.833333,297.131,0.213116,-2.31447,1.09175
36,40,0.75,0.833333,296.994,0.199362,-2.10462,1.14667
37,40,0.770833,0.833333,296.855,0.185495,-1.88616,1.18878
38,40,0.791667,0.833333,296.714,0.171436,-1.66176,1.2159
39,40,0.8125,0.833333,296.571,0.157108,-1.43443,1.22565
40,40,0.833333,0.833333,296.424,0.142432,-1.20764,1.21542
41,40,0.854167,0.833333,296.273,0.127313,-0.985284,1.18243
42,40,0.875,0.833333,296.117,0.111673,-0.771735,1.12363
43,40,0.895833,0.833333,295.954,0.0954163,-0.571905,1.03578
44,40,0.916667,0.833333,295.785,0.0784607,-0.391301,0.915341
45,40,0.9375,0.833333,295.607,0.0606781,-0.236132,0.758511
46,40,0.958333,0.833333,295.419,0.0419403,-0.113491,0.561077
47,40,0.979167,0.833333,295.22,0.0220398,-0.0315681,0.318207
48,40,1,0.833333,295,0,0,0
0,41,0,0.854167,305,1,0,0
1,41,0.0208333,0.854167,304.602,0.960248,-0.041125,-0.384702
2,41,0.0416667,0.854167,304.243,0.924274,-0.144494,-0.648604
3,41,0.0625,0.854167,303.9,0.889972,-0.295312,-0.840017
4,41,0.0833333,0.854167,303.57,0.857019,-0.481328,-0.971382
5,41,0.104167,0.854167,303.252,0.825217,-0.692252,-1.05364
6,41,0.125,0.854167,302.944,0.794394,-0.919448,-1.09629
7,41,0.145833,0.854167,302.645,0.764459,-1.15569,-1.10748
8,41,0.166667,0.854167,302.354,0.735352,-1.39497,-1.09403
9,41,0.1875,0.854167,302.07,0.707031,-1.63235,-1.06162
10,41,0.208333,0.854167,301.795,0.679477,-1.86382,-1.01482
11,41,0.229167,0.854167,301.527,0.652686,-2.08617,-0.957303
12,41,0.25,0.854167,301.267,0.626654,-2.29683,-0.89197
13,41,0.270833,0.854167,301.014,0.601389,-2.49381,-0.821024
14,41,0.291667,0.854167,300.769,0.576904,-2.67557,-0.746145
15,41,0.3125,0.854167,300.532,0.553204,-2.84091,-0.668565
16,41,0.333333,0.854167,300.303,0.530301,-2.98896,-0.589159
17,41,0.354167,0.854167,300.082,0.508179,-3.11905,-0.508532
18,41,0.375,0.854167,299.868,0.486835,-3.23067,-0.427076
19,41,0.395833,0.854167,299.663,0.466254,-3.32347,-0.345042
20,41,0.416667,0.854167,299.464,0.446414,-3.39717,-0.26257
21,41,0.4375,0.854167,299.273,0.427298,-3.45158,-0.179751
22,41,0.458333,0.854167,299.089,0.408875,-3.48658,-0.096639
23,41,0.479167,0.854167,298.911,0.39111,-3.5021,-0.0132989
24,41,0.5,0.854167,298.74,0.373969,-3.49811,0.0701776
25,41,0.520833,0.854167,298.574,0.357401,-3.47466,0.153646
26,41,0.541667,0.854167,298.414,0.341373,-3.43186,0.236893
27,41,0.5625,0.854167,298.258,0.32583,-3.36987,0.319625
28,41,0.583333,0.854167,298.107,0.31073,-3.289,0.401439
29,41,0.604167,0.854167,297.96,0.296017,-3.18961,0.481831
30,41,0.625,0.854167,297.816,0.281638,-3.07225,0.560173
31,41,0.645833,0.854167,297.675,0.267532,-2.93759,0.635713
32,41,0.666667,0.854167,297.536,0.253644,-2.78651,0.707552
33,41,0.6875,0.854167,297.399,0.239914,-2.62008,0.774662
34,41,0.708333,0.854167,297.263,0.22627,-2.43961,0.83586
35,41,0.729167,0.854167,297.127,0.212653,-2.24671,0.889808
36,41,0.75,0.854167,296.99,0.198987,-2.04324,0.935027
37,41,0.770833,0.854167,296.852,0.185202,-1.83142,0.969867
38,41,0.791667,0.854167,296.712,0.171213,-1.61382,0.992511
39,41,0.8125,0.854167,296.569,0.156943,-1.39337,1.00098
40,41,0.833333,0.854167,296.423,0.14231,-1.17343,0.993108
41,41,0.854167,0.854167,296.272,0.127216,-0.957765,0.966545
42,41,0.875,0.854167,296.116,0.111578,-0.750628,0.918756
43,41,0.895833,0.854167,295.953,0.0953186,-0.556749,0.847017
44,41,0.916667,0.854167,295.783,0.0783478,-0.381433,0.748433
45,41,0.9375,0.854167,295.606,0.0605682,-0.230638,0.619958
46,41,0.958333,0.854167,295.418,0.0418457,-0.111196,0.458378
47,41,0.979167,0.854167,295.22,0.0220032,-0.0311038,0.260164
48,41,1,0.854167,295,0,0,0
0,42,0,0.875,305,1,0,0
1,42,0.0208333,0.875,304.597,0.959698,-0.0407549,-0.310097
2,42,0.0416667,0.875,304.233,0.923288,-0.142292,-0.520374
3,42,0.0625,0.875,303.886,0.888617,-0.28963,-0.671599
4,42,0.0833333,0.875,303.554,0.855368,-0.470527,-0.773976
5,42,0.104167,0.875,303.233,0.823337,-0.674764,-0.836611
6,42,0.125,0.875,302.924,0.792355,-0.893833,-0.867478
7,42,0.145833,0.875,302.623,0.762311,-1.12067,-0.87337
8,42,0.166667,0.875,302.331,0.733133,-1.3495,-0.859973
9,42,0.1875,0.875,302.048,0.704779,-1.5756,-0.831932
10,42,0.208333,0.875,301.772,0.677219,-1.79522,-0.792978
11,42,0.229167,0.875,301.504,0.650446,-2.00541,-0.746053
12,42,0.25,0.875,301.245,0.62446,-2.20388,-0.693437
13,42,0.270833,0.875,300.993,0.599265,-2.38886,-0.636856
14,42,0.291667,0.875,300.749,0.574863,-2.55903,-0.577587
15,42,0.3125,0.875,300.513,0.551263,-2.71342,-0.516553
16,42,0.333333,0.875,300.285,0.528467,-2.8513,-0.454392
17,42,0.354167,0.875,300.065,0.50647,-2.97213,-0.391523
18,42,0.375,0.875,299.853,0.485254,-3.07555,-0.328203
19,42,0.395833,0.875,299.648,0.464807,-3.16126,-0.26458
20,42,0.416667,0.875,299.451,0.445114,-3.22908,-0.200723
21,42,0.4375,0.875,299.261,0.426144,-3.27886,-0.136653
22,42,0.458333,0.875,299.079,0.407864,-3.3105,-0.0723866
23,42,0.479167,0.875,298.902,0.390244,-3.32394,-0.0079395
24,42,0.5,0.875,298.732,0.373248,-3.31917,0.0566473
25,42,0.520833,0.875,298.568,0.35683,-3.2962,0.121282
26,42,0.541667,0.875,298.409,0.340939,-3.25513,0.185819
27,42,0.5625,0.875,298.255,0.325537,-3.1961,0.250039
28,42,0.583333,0.875,298.106,0.310571,-3.11933,0.313652
29,42,0.604167,0.875,297.96,0.29599,-3.02517,0.376261
30,42,0.625,0.875,297.817,0.281732,-2.91408,0.437388
31,42,0.645833,0.875,297.677,0.267743,-2.78667,0.496445
32,42,0.666667,0.875,297.54,0.253961,-2.64373,0.552726
33,42,0.6875,0.875,297.403,0.240329,-2.48625,0.605425
34,42,0.708333,0.875,297.268,0.22677,-2.31545,0.65361
35,42,0.729167,0.875,297.132,0.213229,-2.13281,0.696229
36,42,0.75,0.875,296.996,0.199628,-1.94009,0.732102
37,42,0.770833,0.875,296.859,0.185889,-1.73938,0.759915
38,42,0.791667,0.875,296.719,0.17193,-1.5331,0.778221
39,42,0.8125,0.875,296.577,0.157666,-1.32405,0.785424
40,42,0.833333,0.875,296.43,0.143015,-1.1154,0.779772
41,42,0.854167,0.875,296.279,0.127878,-0.910768,0.759348
42,42,0.875,0.875,296.122,0.112164,-0.714185,0.722087
