X_um,Z_um,T_K
36.00,71.00,300.0
38.00,71.00,300.0
40.00,71.00,300.0
42.00,71.00,300.0
44.00,71.00,300.0
46.00,71.00,300.0
48.00,71.00,300.0
50.00,71.00,300.0
52.00,71.00,300.0
54.00,71.00,300.0
56.00,71.00,300.0
58.00,71.00,300.0
60.00,71.00,300.1
62.00,71.00,300.1
64.00,71.00,300.2
66.00,71.00,300.3
68.00,71.00,300.4
70.00,71.00,300.7
72.00,71.00,301.1
74.00,71.00,301.6
76.00,71.00,302.3
78.00,71.00,303.2
80.00,71.00,304.4
82.00,71.00,305.9
84.00,71.00,307.6
86.00,71.00,309.5
88.00,71.00,311.7
90.00,71.00,313.9
92.00,71.00,316.2
94.00,71.00,318.4
96.00,71.00,320.3
98.00,71.00,321.8
100.00,71.00,322.8
102.00,71.00,323.2
104.00,71.00,323.0
106.00,71.00,322.1
108.00,71.00,320.7
110.00,71.00,318.9
112.00,71.00,316.7
114.00,71.00,314.3
116.00,71.00,311.9
118.00,71.00,309.6
120.00,71.00,307.5
122.00,71.00,305.7
124.00,71.00,304.2
126.00,71.00,303.0
128.00,71.00,302.0
130.00,71.00,301.4
132.00,71.00,300.9
134.00,71.00,300.5
136.00,71.00,300.3
138.00,71.00,300.2
140.00,71.00,300.1
142.00,71.00,300.1
144.00,71.00,300.0
146.00,71.00,300.0
148.00,71.00,300.0
150.00,71.00,300.0
152.00,71.00,300.0
154.00,71.00,300.0
156.00,71.00,300.0
158.00,71.00,300.0
160.00,71.00,300.0
162.00,71.00,300.0
164.00,71.00,300.0
166.00,71.00,300.0
168.00,71.00,300.0
170.00,71.00,300.0
172.00,71.00,300.0
174.00,71.00,300.0
176.00,71.00,300.0
178.00,71.00,300.0
180.00,71.00,300.0
182.00,71.00,300.0
184.00,71.00,300.0
186.00,71.00,300.0
188.00,71.00,300.0
190.00,71.00,300.0
192.00,71.00,300.0
194.00,71.00,300.0
196.00,71.00,300.0
198.00,71.00,300.0
0.00,73.00,300.0
2.00,73.00,300.0
4.00,73.00,300.0
6.00,73.00,300.0
8.00,73.00,300.0
10.00,73.00,300.0
12.00,73.00,300.0
14.00,73.00,300.0
16.00,73.00,300.0
18.00,73.00,300.0
20.00,73.00,300.0
22.00,73.00,300.0
24.00,73.00,300.0
26.00,73.00,300.0
28.00,73.00,300.0
30.00,73.00,300.0
32.00,73.00,300.0
34.00,73.00,300.0
36.00,73.00,300.0
38.00,73.00,300.0
40.00,73.00,300.0
42.00,73.00,300.0
44.00,73.00,300.0
46.00,73.00,300.0
48.00,73.00,300.0
50.00,73.00,300.0
52.00,73.00,300.0
54.00,73.00,300.0
56.00,73.00,300.0
58.00,73.00,300.1
60.00,73.00,300.1
62.00,73.00,300.2
64.00,73.00,300.3
66.00,73.00,300.5
68.00,73.00,300.8
70.00,73.00,301.2
72.00,73.00,301.9
74.00,73.00,302.8
76.00,73.00,304.0
78.00,73.00,305.6
80.00,73.00,307.7
82.00,73.00,310.1
84.00,73.00,313.0
86.00,73.00,316.3
88.00,73.00,319.9
90.00,73.00,323.7
92.00,73.00,327.5
94.00,73.00,331.1
96.00,73.00,334.3
98.00,73.00,336.9
100.00,73.00,338.6
102.00,73.00,339.3
104.00,73.00,338.9
106.00,73.00,337.5
108.00,73.00,335.1
110.00,73.00,332.0
112.00,73.00,328.3
